01 | -9
01 | -7
01 | -13
01 | -7
01 | -4
01 | -2
01 | -6
01 | -3
01 | -7
01 | -6
01 | -3
01 | -25
01 | -4
01 | -11
01 | -55
01 | -2
01 | -4
01 | -11
01 | -6
01 | -3
05 | -63
05 | -54
05 | -54
05 | -56
05 | -69
05 | -52
05 | -53
05 | -52
05 | -55
05 | -50
05 | -54
05 | -64
05 | -50
05 | -51
05 | -54
05 | -52
05 | -59
05 | -57
05 | -57
05 | -62
10 | -56
10 | -60
10 | -55
10 | -50
10 | -55
10 | -63
10 | -60
10 | -67
10 | -54
10 | -51
10 | -53
10 | -51
10 | -58
10 | -58
10 | -57
10 | -49
10 | -52
10 | -53
10 | -50
10 | -59
15 | -56
15 | -56
15 | -48
15 | -47
15 | -47
15 | -50
15 | -55
15 | -54
15 | -51
15 | -43
15 | -47
15 | -45
15 | -54
15 | -45
15 | -53
15 | -54
15 | -51
15 | -54
15 | -53
15 | -49
20 | -56
20 | -56
20 | -59
20 | -57
20 | -58
20 | -65
20 | -63
20 | -58
20 | -55
20 | -64
20 | -57
20 | -58
20 | -65
20 | -66
20 | -55
20 | -57
20 | -55
20 | -57
20 | -50
20 | -54
25 | -55
25 | -55
25 | -60
25 | -63
25 | -59
25 | -65
25 | -67
25 | -60
25 | -61
25 | -62
25 | -64
25 | -62
25 | -60
25 | -61
25 | -59
25 | -61
25 | -59
25 | -68
25 | -69
25 | -61
35 | -59
35 | -57
35 | -65
35 | -63
35 | -63
35 | -62
35 | -63
35 | -62
35 | -67
35 | -64
35 | -62
35 | -66
35 | -68
35 | -62
35 | -61
35 | -66
35 | -62
35 | -65
35 | -68
35 | -65
45 | -70
45 | -67
45 | -71
45 | -75
45 | -65
45 | -77
45 | -80
45 | -75
45 | -69
45 | -68
45 | -71
45 | -77
45 | -72
45 | -73
45 | -73
45 | -80
45 | -72
45 | -71
